item_id,date,p10,p50,p90
28,2018-01-17,600.4319458,668.1097412,729.9641113
28,2018-01-18,656.5861206,713.6715698,797.9551392
28,2018-01-19,680.9683838,765.9484863,850.1199951
28,2018-01-20,725.4275513,798.4006348,890.3272705
28,2018-01-21,738.5066528,827.5584106,919.5122681
28,2018-01-22,497.1185913,559.8585815,656.5062866
28,2018-01-23,578.354187,647.3915405,726.2127686
28,2018-01-24,567.7166748,638.1778564,724.8832397
28,2018-01-25,630.7337646,705.3040771,793.0909424
28,2018-01-26,658.6934814,739.8681641,846.3962402
28,2018-01-27,681.9647827,773.0477905,883.8421021
28,2018-01-28,673.0574341,780.6725464,894.4440918
28,2018-01-29,469.1843262,533.3283081,680.1217651
28,2018-01-30,556.93396,616.1368408,725.1690063
28,2018-01-31,540.569458,610.7039795,706.2307739
28,2018-02-01,603.9848022,670.7836914,771.758728
28,2018-02-02,630.8809204,710.0634766,826.3275146
28,2018-02-03,665.8526611,739.1970825,861.1660156
28,2018-02-04,677.8019409,748.7151489,886.0083008
28,2018-02-05,460.0701294,505.3051147,660.8727417
22,2018-01-01,471.6341553,521.9065552,637.0377197
22,2018-01-02,574.8093872,611.7141724,651.828064
22,2018-01-03,567.1263428,610.3919678,649.7744751
22,2018-01-04,613.0601196,647.7210693,696.1097412
22,2018-01-05,640.5963745,697.9923096,752.8104248
22,2018-01-06,681.8237305,720.6029053,776.8929443
22,2018-01-07,674.7358398,797.7946167,842.0626221
22,2018-01-08,473.9213257,506.0471802,606.5578613
22,2018-01-09,564.4971313,606.9603882,654.49646
22,2018-01-10,563.7410278,594.7625122,648.4039307
22,2018-01-11,614.0056763,649.9741821,701.6841431
22,2018-01-12,641.0010376,690.7258911,750.6137085
22,2018-01-13,663.9197388,712.4159546,787.2623901
22,2018-01-14,759.3502197,810.8702393,859.6253052
22,2018-01-15,460.1314697,498.4423828,613.0861816
22,2018-01-16,563.7338867,606.7512817,651.4896851
22,2018-01-17,542.8900757,595.8769531,651.8967896
22,2018-01-18,591.7340088,632.0406494,708.5250244
22,2018-01-19,615.2820435,684.269104,756.9707031
22,2018-01-20,655.2475586,708.7748413,787.7340088
22,2018-01-21,723.2871704,797.4514771,880.0163574
22,2018-01-22,452.5228271,501.3620911,588.6132202
22,2018-01-23,534.9671021,588.8637085,660.2952881
22,2018-01-24,514.4820557,573.2825928,651.8482056
22,2018-01-25,574.2883911,630.2869263,704.7484741
22,2018-01-26,598.9196167,666.6425171,753.3214111
22,2018-01-27,614.411438,689.3241577,782.2672119
22,2018-01-28,659.6051636,760.2522583,849.0995483
22,2018-01-29,431.6882324,479.8161621,614.2207642
22,2018-01-30,520.9628906,568.923584,664.8848267
22,2018-01-31,496.3340149,554.0247803,632.0306396
22,2018-02-01,548.2355347,600.833313,689.7653809
22,2018-02-02,571.9691162,639.9024658,738.1073608
22,2018-02-03,596.5184326,656.6463623,759.8551636
22,2018-02-04,657.7453003,728.0045776,841.5568237
22,2018-02-05,421.1442566,451.3471375,595.9785156
4,2018-01-01,123.5818634,134.1900482,172.5751953
4,2018-01-02,167.1732178,174.8696136,188.4067383
4,2018-01-03,162.4085236,172.7643433,188.6697845
4,2018-01-04,177.934845,185.2919006,203.2821503
4,2018-01-05,179.8547668,199.174469,219.4424286
4,2018-01-06,186.2471313,193.1337128,216.7464294
4,2018-01-07,177.3810272,209.2360687,228.7343597
4,2018-01-08,132.5857239,133.0853119,162.2255554
4,2018-01-09,169.1463318,174.3350525,189.5569153
4,2018-01-10,167.4888763,166.4801788,188.8282013
4,2018-01-11,188.1757202,187.8459473,207.5127716
4,2018-01-12,191.6723938,200.9679413,219.31633
4,2018-01-13,194.1178894,193.9319916,218.6249695
4,2018-01-14,217.4520264,216.4026489,227.6363983
4,2018-01-15,137.8964233,128.9797211,161.8585205
4,2018-01-16,182.5700989,179.5462799,186.2635193
4,2018-01-17,170.9433289,174.2229919,191.7568359
4,2018-01-18,189.4613495,189.8609009,208.5656586
4,2018-01-19,195.7529144,205.7249756,221.920929
4,2018-01-20,200.9876251,204.0613403,222.3050385
4,2018-01-21,209.6770477,219.7067719,241.6860199
4,2018-01-22,140.4565887,137.9599457,159.8371429
4,2018-01-23,180.5748596,180.512207,193.6001282
4,2018-01-24,169.305954,173.6751862,193.6012573
4,2018-01-25,181.0525208,187.6134491,206.3310852
4,2018-01-26,188.8971405,203.9480591,220.1827545
4,2018-01-27,184.3455811,199.651947,218.9684906
4,2018-01-28,185.5300751,208.7208557,230.3721008
4,2018-01-29,129.4580231,135.1779633,164.2831879
4,2018-01-30,168.8704681,175.041626,193.5091248
4,2018-01-31,154.235672,163.3726501,178.1403351
4,2018-02-01,170.4047852,181.8032074,197.9289246
4,2018-02-02,171.2545929,187.9785309,213.3506775
4,2018-02-03,177.707489,190.4311676,207.5658722
4,2018-02-04,182.6098022,194.8269806,223.4966583
4,2018-02-05,119.0735321,117.9901047,155.6316376
37,2018-01-01,161.1308289,169.7562561,213.9240723
37,2018-01-02,198.6557922,207.1081848,222.6192932
37,2018-01-03,192.7369537,207.8814392,219.5961761
37,2018-01-04,220.8328705,230.5512085,246.6182556
37,2018-01-05,229.2442169,249.8455048,267.5791016
37,2018-01-06,235.7783661,246.3220367,273.5455627
37,2018-01-07,227.0997009,261.1653748,281.335022
37,2018-01-08,167.2985382,162.2208557,201.2312927
37,2018-01-09,197.7397308,203.6594238,222.7493591
37,2018-01-10,207.4775085,199.769928,217.9603271
37,2018-01-11,235.1203003,236.7852936,251.9820099
37,2018-01-12,242.7782135,251.3009033,268.5826416
37,2018-01-13,252.7192383,244.7498169,273.9552917
37,2018-01-14,279.5980835,269.7245178,283.7811584
37,2018-01-15,183.8543396,166.1568604,201.9232788
37,2018-01-16,221.7984161,210.953598,218.7768555
37,2018-01-17,214.0621033,214.7347412,225.9112244
37,2018-01-18,245.7193756,241.8024445,255.4849701
37,2018-01-19,261.1956177,263.5565186,272.0509338
37,2018-01-20,260.5175781,258.723938,278.9859924
37,2018-01-21,273.5780334,274.7767029,304.2293701
37,2018-01-22,188.2168121,171.2200775,193.8320923
37,2018-01-23,231.1258545,219.8044586,230.9881287
37,2018-01-24,211.7170868,208.2062531,227.1989136
37,2018-01-25,240.1786041,245.7595825,253.5223999
37,2018-01-26,249.3340454,261.1559143,273.478302
37,2018-01-27,248.3677673,258.0823669,280.7839661
37,2018-01-28,252.8071594,267.9938354,295.1876831
37,2018-01-29,177.013092,176.334259,206.9449921
37,2018-01-30,215.0807953,213.5500031,234.5905151
37,2018-01-31,197.9437408,205.1165619,214.0003662
37,2018-02-01,229.5212555,240.1269379,250.493454
37,2018-02-02,231.230072,247.217926,269.5509338
37,2018-02-03,236.1646881,250.6347351,268.7423096
37,2018-02-04,247.4481964,257.4170227,286.7720642
37,2018-02-05,165.8305511,164.0901642,199.3620148
2,2018-01-01,366.7178345,404.7371826,485.8283691
2,2018-01-02,428.0836182,453.321228,486.3286438
2,2018-01-03,432.9512939,466.8338623,497.3745422
2,2018-01-04,460.2191162,488.8184814,525.0078125
2,2018-01-05,491.6134033,531.0727539,572.0489502
2,2018-01-06,520.3537598,544.8182983,590.6717529
2,2018-01-07,497.3224182,588.0167847,627.227417
2,2018-01-08,365.648468,392.1114502,467.6090698
2,2018-01-09,416.5153809,448.960968,490.5288696
2,2018-01-10,432.7190247,453.9381409,492.6264038
2,2018-01-11,465.4918213,485.8372498,529.8833618
2,2018-01-12,493.2297363,526.857666,568.3032227
2,2018-01-13,510.9727783,539.7521973,595.8364868
2,2018-01-14,558.9578857,593.0690308,626.0262451
2,2018-01-15,364.4376526,388.0907593,466.7473755
2,2018-01-16,424.0231323,444.9203186,485.8410034
2,2018-01-17,420.8311462,458.357605,497.5174561
2,2018-01-18,454.7819824,479.8384399,536.9901733
2,2018-01-19,478.1835632,524.6463013,570.9674072
2,2018-01-20,503.0993042,539.1589966,596.9963379
2,2018-01-21,532.0577393,581.3134766,640.7489624
2,2018-01-22,361.8495178,390.9787292,456.9999084
2,2018-01-23,405.4248657,443.7287903,491.9451294
2,2018-01-24,403.3302307,445.0746765,499.4408875
2,2018-01-25,440.6161804,479.052002,534.8132324
2,2018-01-26,469.1755676,511.369873,572.5062256
2,2018-01-27,476.3031616,531.0664673,592.578125
2,2018-01-28,486.6960449,553.4866333,620.3934937
2,2018-01-29,337.4129944,376.7365112,469.831665
2,2018-01-30,389.5805054,424.9395142,490.1757813
2,2018-01-31,385.4567261,429.6346741,481.1566772
2,2018-02-01,420.9180908,456.6982422,520.1168823
2,2018-02-02,441.8997803,488.9023438,559.9624634
2,2018-02-03,462.6574097,503.975769,574.2952881
2,2018-02-04,485.6239624,534.1780396,616.6834717
2,2018-02-05,330.8706055,354.3777466,459.3251038
7,2018-01-01,359.7425842,397.7313843,479.5051575
7,2018-01-02,436.1447754,464.4016418,496.5888977
7,2018-01-03,434.4110718,465.4137573,500.7290344
7,2018-01-04,463.0543518,492.9864807,533.7369385
7,2018-01-05,477.9390869,522.4567871,568.7785034
7,2018-01-06,514.9330444,545.7974854,591.7002563
7,2018-01-07,485.3397522,580.3178711,616.7271118
7,2018-01-08,363.9802246,387.4781189,458.6488953
7,2018-01-09,428.5855713,460.662262,499.0881653
7,2018-01-10,427.9767151,453.6532593,500.9797668
7,2018-01-11,463.4603271,493.2975769,537.4697266
7,2018-01-12,478.9092102,517.0098877,567.8532104
7,2018-01-13,500.4403076,541.1362915,599.5779419
7,2018-01-14,540.7054443,582.4412842,620.8302612
7,2018-01-15,348.7435303,378.8131714,463.3131714
7,2018-01-16,425.2970276,462.4715881,494.7174072
7,2018-01-17,412.0433044,451.1221008,502.2026062
7,2018-01-18,443.0611877,478.3742371,540.1777954
7,2018-01-19,455.2256775,509.1546326,572.9708862
7,2018-01-20,491.4980774,539.4078979,599.1682129
7,2018-01-21,510.3067017,572.0003052,632.6621094
7,2018-01-22,339.8845215,383.8321838,448.8976746
7,2018-01-23,403.3955688,444.5456238,500.6781006
7,2018-01-24,391.9005127,440.1314697,501.622467
7,2018-01-25,426.5022583,472.5732117,535.8674927
7,2018-01-26,441.3903198,495.8829041,567.0408325
7,2018-01-27,457.6846619,520.1600952,592.1589355
7,2018-01-28,461.9970703,539.03125,610.7509155
7,2018-01-29,321.1251831,361.2782898,461.2809448
7,2018-01-30,386.9329529,426.7197876,500.3753662
7,2018-01-31,371.2623901,417.7485962,483.6693115
7,2018-02-01,403.697113,448.8467102,520.1184692
7,2018-02-02,418.3612061,470.6685486,552.5938721
7,2018-02-03,445.6791992,493.3092041,573.8677368
7,2018-02-04,462.0712585,510.7547913,603.5015259
7,2018-02-05,312.8456116,334.2928162,445.4505005
24,2018-01-01,406.4100647,437.9089661,527.9106445
24,2018-01-02,490.4081726,522.798584,554.5361938
24,2018-01-03,475.5638428,509.0753174,547.96875
24,2018-01-04,512.2301025,548.4095459,585.9234009
24,2018-01-05,521.776001,564.5947266,612.1517944
24,2018-01-06,573.7628174,606.4785767,651.9822388
24,2018-01-07,530.7103882,620.7143555,663.0054321
24,2018-01-08,411.1682739,431.3133545,506.8737183
24,2018-01-09,488.6422729,523.7999878,558.2585449
24,2018-01-10,474.1899719,492.1965332,548.1433105
24,2018-01-11,516.0050049,547.545105,594.706665
24,2018-01-12,528.2338867,561.7347412,617.0239868
24,2018-01-13,568.6669312,598.6688232,660.2684326
24,2018-01-14,587.2147827,619.4116821,663.2122192
24,2018-01-15,405.8108215,424.927887,511.3257141
24,2018-01-16,497.8514404,527.9378662,560.6028442
24,2018-01-17,462.5358276,496.732666,549.6309204
24,2018-01-18,508.6347656,540.2619019,601.1294556
24,2018-01-19,508.7501221,550.8527832,622.3689575
24,2018-01-20,560.0751343,600.4800415,662.0586548
24,2018-01-21,559.9279175,609.0458984,681.9069824
24,2018-01-22,398.0985107,433.5783997,496.518219
24,2018-01-23,476.0776062,508.4530334,564.8886108
24,2018-01-24,446.2996521,487.3986206,556.6231079
24,2018-01-25,491.1309204,533.1403198,595.0757446
24,2018-01-26,501.7850952,547.9100342,620.7021484
24,2018-01-27,529.2943115,586.3754272,659.119751
24,2018-01-28,520.3942261,586.3069458,667.37323
24,2018-01-29,380.4429321,415.8373413,513.0141602
24,2018-01-30,462.3579407,502.7985229,576.3217773
24,2018-01-31,425.7078247,470.9545288,539.5056152
24,2018-02-01,469.4151611,515.3219604,586.2885132
24,2018-02-02,477.698761,526.3518066,609.0507202
24,2018-02-03,515.651062,564.2623291,638.9564209
24,2018-02-04,517.7946167,566.7851563,657.97052
24,2018-02-05,365.6596985,393.513916,499.6959229
21,2018-01-01,236.0750732,256.4533997,318.1762695
21,2018-01-02,301.8200378,318.5791321,340.9324036
21,2018-01-03,295.8628235,313.5238342,340.8629761
21,2018-01-04,308.7845154,324.1748352,355.0018616
21,2018-01-05,325.7025452,354.5664368,384.4311218
21,2018-01-06,345.6584778,360.4562683,392.0209351
21,2018-01-07,322.1165466,381.6147766,409.3912964
21,2018-01-08,246.1694641,257.716095,302.668335
21,2018-01-09,305.2119446,321.4158936,343.765564
21,2018-01-10,293.006134,306.2946167,342.6097717
21,2018-01-11,314.2605896,323.3832092,356.4951172
21,2018-01-12,330.3562012,352.6812134,380.2054749
21,2018-01-13,340.9425964,357.6517944,396.5363159
21,2018-01-14,366.9260254,381.5680847,405.8382874
21,2018-01-15,243.6232147,247.9133759,303.8251343
21,2018-01-16,311.3477478,324.942749,340.3625183
21,2018-01-17,291.0780029,308.1846313,343.1974487
21,2018-01-18,306.6149292,320.2666016,361.1259155
21,2018-01-19,324.4275513,349.8754578,386.5905457
21,2018-01-20,346.6775818,364.6482544,401.3452454
21,2018-01-21,353.1681824,379.4696655,421.0281372
21,2018-01-22,241.1369171,260.1790161,299.3366394
21,2018-01-23,296.3168335,315.3636169,346.0469055
21,2018-01-24,285.857605,308.1997375,348.3899841
21,2018-01-25,301.8104248,319.5273132,357.958374
21,2018-01-26,320.6552429,347.4796753,382.7797241
21,2018-01-27,322.8230591,356.8388977,395.3326721
21,2018-01-28,320.9840393,367.5783997,411.2236023
21,2018-01-29,231.1089325,248.5475159,306.0388794
21,2018-01-30,289.25354,312.0323792,350.3751221
21,2018-01-31,270.1496887,294.1957703,330.4464417
21,2018-02-01,284.7966919,305.1421814,350.3653564
21,2018-02-02,297.8979187,328.4595032,374.6152039
21,2018-02-03,313.9953613,338.1945496,380.4000549
21,2018-02-04,317.6059875,346.2559509,404.4258728
21,2018-02-05,217.5880585,227.7016144,294.5838318
41,2018-01-01,124.8945999,136.1639862,175.5556335
41,2018-01-02,162.6693573,170.5724487,185.2141418
41,2018-01-03,155.9479065,165.5104828,181.1956787
41,2018-01-04,164.4251556,171.9943695,189.9869843
41,2018-01-05,170.7276611,187.2546082,205.6044159
41,2018-01-06,187.5875854,191.0471191,212.2416229
41,2018-01-07,184.3961182,218.5383453,235.0272827
41,2018-01-08,132.3365784,133.9135284,165.5763397
41,2018-01-09,168.5434418,172.3585358,187.5260315
41,2018-01-10,162.8726196,161.546051,183.8445587
41,2018-01-11,176.6174011,172.4713135,192.3186951
41,2018-01-12,187.8458557,192.1060333,206.6075592
41,2018-01-13,195.7307892,192.7524414,214.4882965
41,2018-01-14,230.8914337,225.8709564,234.6850433
41,2018-01-15,142.8814087,130.8847961,162.9192657
41,2018-01-16,186.0209198,177.7906647,184.6419525
41,2018-01-17,168.1141968,167.7771912,184.9836426
41,2018-01-18,182.1296234,177.3435211,196.7432709
41,2018-01-19,192.1650543,195.4454193,208.3440399
41,2018-01-20,205.7436676,204.643158,219.9774017
41,2018-01-21,223.1941071,229.2240143,249.6602173
41,2018-01-22,147.9655762,143.2679138,164.7106018
41,2018-01-23,180.523407,178.5365601,191.4522858
41,2018-01-24,168.9465637,170.7384186,190.837326
41,2018-01-25,180.8708038,182.0834351,196.4904633
41,2018-01-26,192.1392822,198.2661591,209.6889801
41,2018-01-27,190.0667725,203.5853119,216.1186218
41,2018-01-28,199.5333405,220.8255157,238.4503784
41,2018-01-29,136.6709442,139.9294434,166.7690125
41,2018-01-30,171.9972229,177.9826813,192.6336823
41,2018-01-31,156.4012299,164.228363,174.7810364
41,2018-02-01,166.691864,173.2895203,188.7409821
41,2018-02-02,171.6529083,183.3430023,204.0579224
41,2018-02-03,182.837326,193.109314,204.9948425
41,2018-02-04,196.2214203,207.8135529,232.6697693
41,2018-02-05,126.8822174,123.3907089,160.765976
19,2018-01-01,251.1142426,272.8681946,327.1706543
19,2018-01-02,283.6332092,300.6287842,326.548584
19,2018-01-03,281.1845703,303.1376648,324.7437439
19,2018-01-04,306.548645,327.002594,350.3158569
19,2018-01-05,315.1504822,342.138092,372.894104
19,2018-01-06,353.5968323,372.4890747,405.947113
19,2018-01-07,330.828949,386.7445068,415.0264587
19,2018-01-08,251.1990662,259.5822144,316.7849121
19,2018-01-09,283.2558899,299.394043,329.1907043
19,2018-01-10,291.1480713,296.1005859,324.3050537
19,2018-01-11,314.4936523,328.9324341,355.9695129
19,2018-01-12,332.3174133,346.910553,377.2972412
19,2018-01-13,359.4002686,369.7696533,409.070282
19,2018-01-14,384.4416504,395.9966736,418.3421021
19,2018-01-15,257.261322,262.1726074,316.1685486
19,2018-01-16,294.3125916,302.2351074,326.4083862
19,2018-01-17,284.9696045,301.9423218,326.8575439
19,2018-01-18,314.9884033,326.1360474,358.7583618
19,2018-01-19,326.3910828,347.3286743,380.7820129
19,2018-01-20,356.6082764,376.1106873,412.9782715
19,2018-01-21,364.937439,392.8804321,434.2763672
19,2018-01-22,257.3135071,267.9265137,308.908905
19,2018-01-23,290.0825806,300.4794312,332.184967
19,2018-01-24,275.1794739,294.0702209,330.1802063
19,2018-01-25,307.6582031,332.0845642,358.9624634
19,2018-01-26,320.5270996,344.237915,381.2150269
19,2018-01-27,336.1673584,368.4460754,409.542511
19,2018-01-28,332.4469604,372.6156921,419.7922363
19,2018-01-29,238.6502686,259.0198669,318.929718
19,2018-01-30,276.0378418,290.6421204,334.2543335
19,2018-01-31,258.7688599,282.8710632,315.555542
19,2018-02-01,289.4567566,314.7361755,347.7860413
19,2018-02-02,298.7350159,326.5248108,372.5083313
19,2018-02-03,324.8140259,355.0445557,395.9956665
19,2018-02-04,331.959198,357.7927246,412.1433716
19,2018-02-05,231.8558655,243.3937988,309.3353882
18,2018-01-01,494.7307434,536.7199097,654.7253418
18,2018-01-02,602.5681763,642.7698975,680.7666626
18,2018-01-03,593.0792847,635.2245483,676.6766357
18,2018-01-04,640.5311279,678.3878784,723.4153442
18,2018-01-05,669.1798096,723.5991211,779.8100586
18,2018-01-06,723.1372681,765.617981,823.9640503
18,2018-01-07,683.6824341,815.2540283,859.8861084
18,2018-01-08,499.3288879,528.5819702,624.3460083
18,2018-01-09,597.4251709,643.2322998,685.0527954
18,2018-01-10,591.6437988,619.9912109,677.1940308
18,2018-01-11,643.0169067,679.3261719,734.6687622
18,2018-01-12,670.8633423,720.3282471,780.2959595
18,2018-01-13,708.3394165,753.6551514,830.6201782
18,2018-01-14,765.4907227,814.3101196,866.7141113
18,2018-01-15,484.2299194,517.4313354,631.4174805
18,2018-01-16,600.640625,642.2942505,686.0629272
18,2018-01-17,570.5899048,623.0220337,680.8063965
18,2018-01-18,623.1027832,664.2219238,741.9744263
18,2018-01-19,644.3455811,709.9276733,787.7926636
18,2018-01-20,698.3735962,751.9005127,834.4197998
18,2018-01-21,730.4346924,800.1537476,889.2632446
18,2018-01-22,478.4785767,523.7519531,609.987793
18,2018-01-23,570.4071655,623.2001953,694.1088257
18,2018-01-24,545.1343384,600.9314575,682.8070679
18,2018-01-25,606.0949097,664.9017334,737.7212524
18,2018-01-26,634.1292725,696.7461548,785.8118286
18,2018-01-27,658.5356445,734.0685425,828.8193359
18,2018-01-28,670.5050659,765.6741333,867.1028442
18,2018-01-29,456.83078,503.5981445,635.3776855
18,2018-01-30,559.8305054,609.8032837,704.5202026
18,2018-01-31,524.8653564,583.2993164,665.7651978
18,2018-02-01,579.2044678,634.9470825,727.6344604
18,2018-02-02,603.3132324,672.2674561,771.6375122
18,2018-02-03,639.9689941,703.9987183,806.0961914
18,2018-02-04,670.5817261,739.3157349,855.7804565
18,2018-02-05,441.2261353,479.0319824,620.4226074
50,2018-01-01,363.0743713,391.7958679,490.0946655
50,2018-01-02,466.7192993,492.9479675,518.1240845
50,2018-01-03,468.6721497,494.8285217,526.5943604
50,2018-01-04,500.9170837,530.7780151,571.2866821
50,2018-01-05,513.5346069,556.7723389,601.0588989
50,2018-01-06,551.9970093,582.6141357,626.2105103
50,2018-01-07,514.137207,614.942688,653.708374
50,2018-01-08,374.0093689,391.0274963,462.4613342
50,2018-01-09,458.256134,485.689209,517.9365845
50,2018-01-10,470.1662598,487.5474243,528.4935913
50,2018-01-11,508.9194031,535.1323242,578.8217163
50,2018-01-12,514.9753418,551.0453491,603.5006714
50,2018-01-13,549.5820923,576.0727539,633.7510986
50,2018-01-14,588.5057373,614.392334,655.0387573
50,2018-01-15,368.5910339,380.217926,467.354126
50,2018-01-16,466.4721375,488.3637085,516.2880249
50,2018-01-17,464.0866089,493.7281494,536.7282715
50,2018-01-18,500.8844299,525.491272,585.6499023
50,2018-01-19,508.5473938,551.2958374,612.1654053
50,2018-01-20,546.6425781,578.2814941,636.9451294
50,2018-01-21,563.447937,604.1982422,675.8898926
50,2018-01-22,365.6012268,382.0689697,446.6174011
50,2018-01-23,456.7771606,486.3358154,529.3568726
50,2018-01-24,446.125061,486.1998901,536.3800049
50,2018-01-25,481.5088196,518.0864258,579.5612183
50,2018-01-26,494.8930054,540.4989624,608.9903564
50,2018-01-27,517.3408813,567.0718384,634.5681763
50,2018-01-28,521.9950562,587.2419434,661.2680664
50,2018-01-29,352.227417,377.5186768,473.1292419
50,2018-01-30,440.6793213,468.6902771,534.8707275
50,2018-01-31,430.6193848,472.4717712,521.8477783
50,2018-02-01,462.4955444,506.6952209,574.6320801
50,2018-02-02,469.1255188,519.4516602,597.3495483
50,2018-02-03,501.1963196,546.3139038,615.8483887
50,2018-02-04,518.4534912,566.2906494,651.8624268
50,2018-02-05,333.6092834,355.633606,458.1255188
5,2018-01-01,102.6351776,108.8415909,143.3884583
5,2018-01-02,140.8119202,145.9987793,154.3467865
5,2018-01-03,132.3806305,141.0169067,153.5017242
5,2018-01-04,148.0757599,160.0733032,173.358963
5,2018-01-05,143.9701691,156.9623566,173.7999268
5,2018-01-06,167.3616486,171.4949493,188.4572144
5,2018-01-07,146.5566406,169.9055939,190.4252319
5,2018-01-08,109.0421524,105.9757309,133.3364258
5,2018-01-09,141.6075745,143.1891022,155.4604187
5,2018-01-10,146.3166656,135.4659424,154.3502808
5,2018-01-11,164.3152313,163.4276733,178.4053192
5,2018-01-12,162.2442627,158.8366852,177.70224
5,2018-01-13,182.1673126,173.4957275,192.8179932
5,2018-01-14,192.5168457,179.9095306,188.626236
5,2018-01-15,125.7696228,105.2752533,131.3081665
5,2018-01-16,164.4849091,151.4029541,152.4722137
5,2018-01-17,154.550766,145.5631714,158.5177307
5,2018-01-18,176.4959106,171.4764557,180.3772583
5,2018-01-19,172.0631256,165.1182404,180.1027527
5,2018-01-20,191.3653717,187.0184937,197.4647217
5,2018-01-21,185.8217468,183.1440582,203.5122986
5,2018-01-22,129.7014465,112.9647369,127.8080978
5,2018-01-23,169.5306091,158.9981842,163.2968903
5,2018-01-24,155.6249695,148.9026947,162.1956177
5,2018-01-25,171.738678,169.745636,177.7547455
5,2018-01-26,169.5388489,168.815567,180.2254028
5,2018-01-27,178.8507233,186.4501038,195.1783447
5,2018-01-28,169.6959229,179.3663025,195.2337799
5,2018-01-29,121.2006531,116.2838364,133.9622803
5,2018-01-30,154.2394409,154.0950165,163.3755035
5,2018-01-31,142.4432373,143.6658783,148.942276
5,2018-02-01,158.943512,167.4583282,172.9067078
5,2018-02-02,149.9611359,155.8743591,175.3267517
5,2018-02-03,170.5640869,179.803421,183.8644409
5,2018-02-04,165.5548401,169.2953339,189.0283813
5,2018-02-05,107.7280121,100.8581161,127.4785385
25,2018-01-01,488.1224365,542.2342529,663.2729492
25,2018-01-02,598.7741089,635.3093262,675.7121582
25,2018-01-03,595.7527466,641.7858276,684.4128418
25,2018-01-04,636.1806641,677.1133423,725.6917725
25,2018-01-05,660.1317749,719.9824219,781.0733643
25,2018-01-06,689.3712158,725.8517456,785.5339355
25,2018-01-07,701.737793,825.527771,875.0291138
25,2018-01-08,488.1087036,528.7565918,627.8409424
25,2018-01-09,579.1000977,629.8100586,680.8274536
25,2018-01-10,582.1756592,619.7182617,677.9942017
25,2018-01-11,637.2913208,677.1925659,736.348999
25,2018-01-12,650.680603,711.0005493,776.2055054
25,2018-01-13,665.9492798,716.8462524,796.3494873
25,2018-01-14,776.0737915,839.6161499,887.1647339
25,2018-01-15,471.2270203,517.9287109,636.3843994
25,2018-01-16,577.5153198,622.6055908,677.8539429
25,2018-01-17,562.0603638,622.4127197,687.3844604
25,2018-01-18,611.913269,661.2451782,742.3671875
